item_sku,rec_sku,similarity_score
GAX36,BTCP500,68.23
GAX36,SOEXM705,64.75
GAX36,SEPIMMSIMM,61.36
GAX36,106IPTMMA,61.31
GAX36,A3042,58.25
GAX36,LSR1000EXT,57.81
GAX36,208EFTAMXSY,57.61
GAX36,BTG8,57.57
GAX36,OFSKIT,57.45
F141,F241,95.43
F141,F181,94.28
F141,F201,93.68
F141,F221,92.48
F141,F281,91.26
F141,TMD16,90.9
F141,F261,90.58
F141,SF241,89.08
F141,TMD11,88.17
F141,TMD9,87.72
BLP14HVLP,BLP13HVLP,81.28
BLP14HVLP,BLP18HVLP,80.88
BLP14HVLP,BLP10MHVLP,76.68
BLP14HVLP,BF555,73.78
BLP14HVLP,BLP15HVLP,69.52
BLP14HVLP,AT408,68.19
BLP14HVLP,AT475A,67.46
BLP14HVLP,AT425R,62.19
BLP14HVLP,14V12,61.6
BLP14HVLP,14V,61.29
KRA4059FPBO,KRA2007FPBO,44.68
KRA4059FPBO,KRA4008FPBO,40.39
KRA4059FPBO,9100AGMO,39.79
KRA4059FPBO,EEDM504F,38.11
KRA4059FPBO,9000GS3O,33.33
KRA4059FPBO,KRA2406BPBO,32.96
KRA4059FPBO,TB20A,32.86
KRA4059FPBO,SEPPRECOMB,32.63
KRA4059FPBO,VO806B,30.28
KRA4059FPBO,207FHRM,29.39
414AHD,YA4275,70.35
414AHD,SOEX707,62.25
414AHD,SOEX36,62.05
414AHD,SOEX40,58.17
414AHD,313SIMA,58.09
414AHD,SEPFAR7200K,57.17
414AHD,311IMFSY,56.79
414AHD,307IPLY,56.49
414AHD,SEPPT850K,55.38
414AHD,SOEX38,55.27
PL5ESWIRESTRIP,SGTT110B,68.46
PL5ESWIRESTRIP,SODC1,61.37
PL5ESWIRESTRIP,YA1175KIT,57.98
PL5ESWIRESTRIP,ECSPH271,57.65
PL5ESWIRESTRIP,PWC48,57.1
PL5ESWIRESTRIP,BDGPL300HG,53.75
PL5ESWIRESTRIP,PLRK27,53.69
PL5ESWIRESTRIP,SGA102BR,53.27
PL5ESWIRESTRIP,RTD48,52.5
PL5ESWIRESTRIP,TPMB25,52.37
TWM21,TWM22,96.47
TWM21,TWM20,94.43
TWM21,TWM23,93.43
TWM21,TWM24,93.25
TWM21,TWM25,83.71
TWM21,SFSM20,80.69
TWM21,TMM4,79.83
TWM21,TWM26,78.88
TWM21,TWM29,78.66
TWM21,SFSM21,77.38
KRA24,KRA25D,61.03
KRA24,S281,56.18
KRA24,20SSD,55.64
KRA24,PPC905B,54.77
KRA24,PPC205A,54.65
KRA24,10SSD,54.51
KRA24,PPC206A,54.3
KRA24,PPC203A,54.27
KRA24,PPC210A,54.08
KRA24,VO806B,53.89
RXFS2836B,OEX44B,73.37
RXFS2836B,OEX42B,73.24
RXFS2836B,OEX38B,72.84
RXFS2836B,RXFS605B,71.9
RXFS2836B,OEX714KB,69.99
RXFS2836B,PPC5A,69.15
RXFS2836B,RXS605B,68.76
RXFS2836B,206AFSA,68.28
RXFS2836B,313SYA,68.23
RXFS2836B,PPC715BK,66.45
PT338,EEJP201MBKA-NA,53.09
PT338,207IMFLE,52.46
PT338,ECPRM052,52.1
PT338,204FXKLA,51.44
PT338,IPLM17C,48.8
PT338,PH1050,48.15
PT338,BLPUHSTPC,47.85
PT338,LIL59000,47.08
PT338,HBBD56,47.02
PT338,PHG1055BK,47.01
SIMM150A,SIMM160A,91.12
SIMM150A,SIMM130A,91.08
SIMM150A,SIMM140A,89.63
SIMM150A,SIMM120A,79.75
SIMM150A,SIMM170,78.83
SIMM150A,SIMM180,77.95
SIMM150A,SIMM200,76.47
SIMM150A,IMM160A,75.35
SIMM150A,SIMM220,75.23
SIMM150A,SIMM100A,75.12
EEJP1224,PK70,45.27
EEJP1224,KHP415PBO,40.01
EEJP1224,BLPTL148,37.94
EEJP1224,EEJP201MBKA-NA,36.28
EEJP1224,SEPACREPAIR,34.68
EEJP1224,312IMMS,34.44
EEJP1224,CTS561BITSET,34.32
EEJP1224,SEPU12TW,33.85
EEJP1224,SEPHVACSS,33.8
EEJP1224,SEPPROK1PWZ,33.48
PWC48,PPC3A,65.14
PWC48,PWC27,64.85
PWC48,YA2020,64.82
PWC48,SGCP1BR,61.25
PWC48,TR72,59.35
PWC48,PPB1002A,57.31
PWC48,PL5ESWIRESTRIP,57.1
PWC48,EECT200,55.35
PWC48,MTTL800,55.34
PWC48,EPC160,55.05
OEXM300B,OEXM260B,96.79
OEXM300B,OEXM290B,94.22
OEXM300B,OEXM320B,93.96
OEXM300B,OEXM250B,93.3
OEXM300B,OEXM270B,91.31
OEXM300B,OEXM230B,87.71
OEXM300B,OEXM240B,87.59
OEXM300B,OEX44B,77.32
OEXM300B,OEX42B,72.67
OEXM300B,SX24,68.71
CSA14CR,GAJ12A,68.47
CSA14CR,2420A,67.02
CSA14CR,PT28E,66.73
CSA14CR,AWMG9,66.34
CSA14CR,1512B,64.73
CSA14CR,BTC7B,64.23
CSA14CR,PPB816A,64.11
CSA14CR,FBST338,63.71
CSA14CR,1250,62.9
CSA14CR,TPMB25EM,62.52
SFSM8,SFSM9,88.66
SFSM8,SFSM19,85.25
SFSM8,SFSM16,85.14
SFSM8,SFSM10,84.34
SFSM8,SFSM15,83.93
SFSM8,SFSM12,81.61
SFSM8,SFSM17,81.54
SFSM8,SFSM11,80.94
SFSM8,SFSM14,80.8
SFSM8,SFSM13,80.59
SFSM19,SFSM17,91.47
SFSM19,SFSM16,87.72
SFSM19,SFSM18,86.03
SFSM19,SFSM14,85.86
SFSM19,SFSM8,85.25
SFSM19,SFSM12,85.21
SFSM19,SFSM13,82.81
SFSM19,SFSM10,82.52
SFSM19,SFSM15,82.5
SFSM19,SFSM11,82.33
MSKM10,MSK10,85.32
MSKM10,A36A,69.52
MSKM10,BEXD10A,65.2
MSKM10,SHP2KT,64.2
MSKM10,RD8,64.01
MSKM10,EXD35A,61.93
MSKM10,TEMP200,61.14
MSKM10,SBT26,58.86
MSKM10,BL1B,57.78
MSKM10,ACT407,57.1
IM240,IM260,91.35
IM240,IM280,88.81
IM240,SIM320,86.38
IM240,IM320,85.99
IM240,SIM360,82.92
IM240,SIM240,82.22
IM240,IM200,82.08
IM240,SIM380,80.6
IM240,SIM340,79.9
IM240,SIM300,79.85
BRUTUS3R300,QD2R200A,49.33
BRUTUS3R300,QD3250A,45.26
BRUTUS3R300,SR80A,43.25
BRUTUS3R300,SF80A,40.56
BRUTUS3R300,QD2R100A,40.42
BRUTUS3R300,CTG861K1,38.83
BRUTUS3R300,ECSPH271,38.29
BRUTUS3R300,SHN36,38.08
BRUTUS3R300,REX25C,37.84
BRUTUS3R300,E1020,37.3
SGTT4B,PLRK30,63.07
SGTT4B,SHP7,61.53
SGTT4B,PLRK27,57.11
SGTT4B,TPMB25EMGRN,52.52
SGTT4B,CTLUV761,52.45
SGTT4B,MAGTRAY,52.1
SGTT4B,SGAS102BR,51.68
SGTT4B,SDD214,50.87
SGTT4B,PLRK21,50.32
SGTT4B,TRSLF72,50.21
GLOVE309L,JCK7DBL,58.91
GLOVE309L,GLOVE900LR,55.5
GLOVE309L,GLOVE1100L,54.64
GLOVE309L,ECFD0102,50.85
GLOVE309L,GLASS30R,49.96
GLOVE309L,BLPBTWKIT,49.29
GLOVE309L,TB10A,48.72
GLOVE309L,TB20A,46.69
GLOVE309L,GLOVE300BL,45.44
GLOVE309L,ECPRD068,45.2
PHP2A,PHP1A,95.14
PHP2A,PHP3A,93.36
PHP2A,SHP2KT,70.97
PHP2A,BDGPL300HG,66.43
PHP2A,SGA102BR,65.36
PHP2A,ACT407,65.1
PHP2A,PBMP703A,64.48
PHP2A,TFTFM932A,63.63
PHP2A,SGRHT6BR,63.3
PHP2A,PPC20LB,63
OXIM707SBK,OXIM710B,76.48
OXIM707SBK,111STMMDY,75.78
OXIM707SBK,XOM605,75.55
OXIM707SBK,110TMSY,74.63
OXIM707SBK,OEXSM710B,73.89
OXIM707SBK,TMR4,73.59
OXIM707SBK,208EFTABMY,73.01
OXIM707SBK,XO605,72.99
OXIM707SBK,XB605A,72.68
OXIM707SBK,XLE605,70.99
IPDLM13A,IPLM19C,79.73
IPDLM13A,IPLM24C,79.69
IPDLM13A,IPLM22C,77.66
IPDLM13A,IPLM17C,76.51
IPDLM13A,IPLM21C,75.64
IPDLM13A,IPLM18C,74.76
IPDLM13A,IPSM22,72.68
IPDLM13A,IPLM14C,71.87
IPDLM13A,IPLM16C,67.09
IPDLM13A,IPSM21,66.88
BLPSM149,BLPSM1411,97.7
BLPSM149,BLPSM146,96.78
BLPSM149,BLPSM144,96.03
BLPSM149,BLPSM145,95.39
BLPSM149,BLPSM1412,95.27
BLPSM149,BLPSM1413,94.92
BLPSM149,BLPSM147,94.22
BLPSM149,BLPSM148,88.91
BLPSM149,BLPSM1410,86.63
BLPSM149,BLPT3845,48.32
BRHC2PK,WHM1,59.97
BRHC2PK,BTCP400,58.93
BRHC2PK,S6111,57.71
BRHC2PK,HCP10,56.62
BRHC2PK,LIL59000,56.56
BRHC2PK,ASTFUN19KIT,55.78
BRHC2PK,BTG9,54.22
BRHC2PK,BL1B,54.15
BRHC2PK,BTCP600,54.06
BRHC2PK,BST103R,53.07
KRA6200FPBO,ACT51234A,59.19
KRA6200FPBO,ACT413A,45.17
KRA6200FPBO,ACT1297,42.36
KRA6200FPBO,PBS704,41.65
KRA6200FPBO,MSL59261,41.23
KRA6200FPBO,GA1D,40.82
KRA6200FPBO,PPC20LB,39.68
KRA6200FPBO,414AHD,38.22
KRA6200FPBO,ACT9103,38.05
KRA6200FPBO,SEPU38TW,37.37
ECFD0102,ECPRD068,58.33
ECFD0102,ECPRA072,55.5
ECFD0102,BLPEXTF388,54.82
ECFD0102,UPT2FL,53.4
ECFD0102,GLOVE300BL,53.12
ECFD0102,SHP2KT,52.29
ECFD0102,BTC8A,52.03
ECFD0102,ASGP102BR,51.47
ECFD0102,GLOVE309L,50.85
ECFD0102,GLOVE1100L,50.23
AT700F,AT380A,73.7
AT700F,AT5500,69.33
AT700F,AT670,53.61
AT700F,SN25A,52.65
AT700F,AT118,52.6
AT700F,BP40B,52.35
AT700F,BP32B,51.29
AT700F,AT2050,49.94
AT700F,BLPPB704,49.71
AT700F,310SIMMYA,48.68
UTV616A,UTV617A,93.69
UTV616A,208EFTAMXSY,65.9
UTV616A,A127,51.29
UTV616A,UTV615A,50.7
UTV616A,BLPTORX1410,49.09
UTV616A,XLE605,47.26
UTV616A,UTV618A,46.81
UTV616A,213AFLEY,46.78
UTV616A,BLPH1217,46.02
UTV616A,BLPTL1260,43.48
BLPUHSTPC,KASS13,51.18
BLPUHSTPC,CTSG861DB,50.37
BLPUHSTPC,PT338,47.85
BLPUHSTPC,BDGPL300HG,47.16
BLPUHSTPC,MAGMAT,46.08
BLPUHSTPC,SGA1714B,44.97
BLPUHSTPC,CTQ838DB,43.98
BLPUHSTPC,PLRK30,43.53
BLPUHSTPC,BRHC2PK,43.46
BLPUHSTPC,JCK8,43.26
GLASS70BYEAR,GLOVE600L,39.07
GLASS70BYEAR,SOSG01BKCL01,38.07
GLASS70BYEAR,BPTOTE,35.47
GLASS70BYEAR,MAGTRAY,34.69
GLASS70BYEAR,GLOVE505RL,34.66
GLASS70BYEAR,TMP12E,33.02
GLASS70BYEAR,TMC106E,32.39
GLASS70BYEAR,UKBU10,32.24
GLASS70BYEAR,KRA25D,31.45
GLASS70BYEAR,GA225A,31.28
SOEX28,SOEX26,98.56
SOEX28,SOEX36,80.23
SOEX28,SOEX38,73.51
SOEX28,SOEX40,73.02
SOEX28,SOEX704,72.63
SOEX28,SOEX32,71.25
SOEX28,SOEX30,71.17
SOEX28,PKNC150,70.36
SOEX28,SPBS36AR,67.86
SOEX28,SOEX707,66.72
RCR1,ACTUVLITE4,57.89
RCR1,IMFLE120A,53.66
RCR1,YA6160,51.6
RCR1,TM83A,51.13
RCR1,LDTM3812,50.69
RCR1,SEPQ122TEST,50.39
RCR1,ACTUVPROKT,49.72
RCR1,BLPHSM148,48.75
RCR1,OFC86-16,48.47
RCR1,TA50,47.75
DDG16,MTEE6,63.7
DDG16,CAL6EA,61.28
DDG16,GA1D,52.98
DDG16,EXDL10A,47.23
DDG16,MS3000,46.9
DDG16,EEPV503,46.23
DDG16,GA3634A,45.45
DDG16,YA832A,44.91
DDG16,TECH1FR240,44.4
DDG16,REX13C,43.57
AWSG800A,AWSGM800A,94.03
AWSG800A,AWSGT800A,85.8
AWSG800A,AWBSG800A,70.95
AWSG800A,AWBSGM800A,65.67
AWSG800A,AWSG24A,59.73
AWSG800A,MS3000,59.7
AWSG800A,HBBT16,51.58
AWSG800A,XFRR704,51.49
AWSG800A,AWBS13,47.19
AWSG800A,PPCL60BK,46.5
LSR1000EXT,LSR1450,94.19
LSR1000EXT,208EFTAMXSY,73.92
LSR1000EXT,BLPH1217,73.33
LSR1000EXT,SEPIMMSIMM,60.97
LSR1000EXT,TWM27,59.14
LSR1000EXT,GAX36,57.81
LSR1000EXT,S3624,57.52
LSR1000EXT,QD3RN350A,56.86
LSR1000EXT,GMB3042,55.25
LSR1000EXT,LSR1580,54.55
CSSD50R,CSSD1R,88.9
CSSD50R,FB336,72.45
CSSD50R,HCP48BCF,72.28
CSSD50R,HBBT16,64.7
CSSD50R,PBMP12A,64.61
CSSD50R,SGA1714B,64.41
CSSD50R,HBBD56,63.57
CSSD50R,SPRG625R,60.25
CSSD50R,MAGMAT,59.9
CSSD50R,FB307RNB,59.1
BP8B,RULER6,80.71
BP8B,PT5C,78.72
BP8B,CNT6521,76.52
BP8B,AW1015DHK,75.8
BP8B,BLPTXK4,75.5
BP8B,YA339A,74.89
BP8B,BP16B,74.34
BP8B,SQUARECOMB12,73.97
BP8B,AW1013DK,72.41
BP8B,HSG319,71.82
SVTSRAD272U,SVTS272A,79.24
SVTSRAD272U,RADKITULTRA,71.23
SVTSRAD272U,LDT8,68.24
SVTSRAD272U,SVTA9100,65.34
SVTSRAD272U,SVTS264,63.01
SVTSRAD272U,ACT925,62.64
SVTSRAD272U,207IPSFM,61.32
SVTSRAD272U,111TMUSMA,60.75
SVTSRAD272U,SGRHT6BR,60.58
SVTSRAD272U,SHCP1B,60.23
STMM7,STMM8,92.17
STMM7,TMM8,89.22
STMM7,TMM7,88.63
STMM7,STMM10,88.61
STMM7,STMM6,87.95
STMM7,STMM11,87.42
STMM7,STMM13,86.78
STMM7,STMM12,86.27
STMM7,TMM12,84.13
STMM7,TMM10,82.47
QD2RN100A,QD1RN25B,85.44
QD2RN100A,QD3RN350A,73.46
QD2RN100A,AWCGT500,41.5
QD2RN100A,GM3046,41.38
QD2RN100A,UTV617A,40.37
QD2RN100A,208EFTAMXSY,38.72
QD2RN100A,AWM14D,36.97
QD2RN100A,XLE605,36.93
QD2RN100A,STX60E,36.32
QD2RN100A,LSR1450,35.7
AWPBX10,MAGMINI,47.69
AWPBX10,PLRK21,45.84
AWPBX10,ECPRL092,45.28
AWPBX10,SGDEL10ESD,45.28
AWPBX10,TPMB25EMORG,45.05
AWPBX10,YA6160,44.54
AWPBX10,MAGSTRIP,42.82
AWPBX10,MS800,42.62
AWPBX10,TPMB25EMGRN,41.6
AWPBX10,TRSLF72,41.54
PH1038,PH1050,91.58
PH1038,IPL30C,62.47
PH1038,TA32A,62.19
PH1038,IPLM24C,61.69
PH1038,PWZ5,59.48
PH1038,IPL34C,59.13
PH1038,429IM,58.15
PH1038,IPL40C,57.39
PH1038,TA50,57.07
PH1038,PPC6LB,55.63
KRA4813FPBO,KRA4810FPBO,62.94
KRA4813FPBO,SEPPROCORE1,40.4
KRA4813FPBO,KRA4114FPBO,38.62
KRA4813FPBO,DBTB121,38.45
KRA4813FPBO,TB10A,37.3
KRA4813FPBO,RULER600,34.44
KRA4813FPBO,AWMBPH9,33.18
KRA4813FPBO,BP24B,32.78
KRA4813FPBO,20SSD,32.78
KRA4813FPBO,A177A,32.55
SIM360,SIM340,93.7
SIM360,SIM400,90.27
SIM360,SIM320,90.18
SIM360,SIM380,89.55
SIM360,IM260,87.24
SIM360,IM320,85.5
SIM360,SIM240,83.48
SIM360,IM240,82.92
SIM360,SIM300,78.09
SIM360,IM280,77.45
TB20A,GLOVE900LR,53.77
TB20A,GLOVE505RL,48.15
TB20A,CTTOTEA,46.7
TB20A,GLOVE309L,46.69
TB20A,UTK150,45.26
TB20A,BPTOTE,44.37
TB20A,GLOVE1100L,43.39
TB20A,RBYAM605,42.27
TB20A,S4,42
TB20A,TB10A,41.75
PPC205A,PPC206A,91.08
PPC205A,AW1013DK,81.49
PPC205A,PPC905B,80.69
PPC205A,SQUARECOMB12,79.1
PPC205A,AWL1010DK,77.38
PPC205A,CNT6521,76.66
PPC205A,8HR,75.85
PPC205A,PPC203A,75.79
PPC205A,PPC103A,75.71
PPC205A,PPC4A,75.51
SHD2R,SHDP42IRR,97.2
SHD2R,SHDP31IRR,96.32
SHD2R,SHD6R,93.97
SHD2R,SHD4R,93.25
SHD2R,SHDP63IRR,82.14
SHD2R,SGD8BR,59.39
SHD2R,SGDP63IRBG,58.33
SHD2R,SGDP64IRBR,54.76
SHD2R,SGD6BR,52.27
SHD2R,SGDP31IRBR,51.57
IPLM22C,IPLM24C,87.02
IPLM22C,IPLM16C,82.32
IPLM22C,IPLM18C,81.31
IPLM22C,IPLM21C,79.26
IPLM22C,IPLM19C,79.09
IPLM22C,IPLM17C,78.15
IPLM22C,IPDLM13A,77.66
IPLM22C,IPSM22,76.98
IPLM22C,IPLM14C,74.01
IPLM22C,IPLM13C,73.86
FA10E,10R,83.81
FA10E,AW1013DK,75.96
FA10E,GA98A,72.9
FA10E,8HR,72.07
FA10E,BP12B,63.99
FA10E,HSG319,63.51
FA10E,SHD1R,58.3
FA10E,PPC206A,58.08
FA10E,FA8E,57.76
FA10E,PPC103A,57.38
GMB3041,SEPBIKSETAOA,81.32
GMB3041,SEPSTARTER,73.75
GMB3041,TFM7530B,70.63
GMB3041,312IMM,59.31
GMB3041,FXWP3,56.01
GMB3041,SRPCR3800,55.75
GMB3041,TF1127B,47.09
GMB3041,TF1124B,46.7
GMB3041,GM3046,42.75
GMB3041,PPK300,42.02
WELDGOGLEKT,TEMP200,41.55
WELDGOGLEKT,MSL59261,40.6
WELDGOGLEKT,VGP12509,40.32
WELDGOGLEKT,CTRS761ADB,39.67
WELDGOGLEKT,CTLAR761,39.11
WELDGOGLEKT,GLOVE1100L,39.02
WELDGOGLEKT,GA225A,37.73
WELDGOGLEKT,CTLFD761,37.54
WELDGOGLEKT,9100AGMO,37.52
WELDGOGLEKT,BF555,37.13
IPLM15C,IPLM13C,84.3
IPLM15C,IPLM18C,76.14
IPLM15C,IPLM19C,73.91
IPLM15C,IPLM14C,73.22
IPLM15C,IPLM17C,70.38
IPLM15C,IPLM21C,69.07
IPLM15C,IPLM12C,66.97
IPLM15C,IPLM11C,65.39
IPLM15C,IPLM16C,64.16
IPLM15C,IPSM22,60.03
TTX8E,TTX10E,91.81
TTX8E,TTX15E,91.26
TTX8E,TTX20E,88.25
TTX8E,TTX25E,88.1
TTX8E,TTX27E,70.82
TTX8E,FTX50E,64.75
TTX8E,TTX40E,57.02
TTX8E,FTX40E,56.91
TTX8E,TTX30E,56.9
TTX8E,FTX45E,56.47
AWM14D,S3624,63.61
AWM14D,A3042,60.75
AWM14D,BLPH1217,56.66
AWM14D,FABLM5E,54.27
AWM14D,OFC86-16,50.91
AWM14D,BLPHS1414,50.5
AWM14D,GAX36,50.15
AWM14D,BB9008,50.07
AWM14D,A3046,50.02
AWM14D,GM3046,49.66
PPSG105,PPSG103,88.47
PPSG105,PPSG106,77.32
PPSG105,PCSG816,67.28
PPSG105,PCSG820,63.71
PPSG105,PPSG203,56.02
PPSG105,PPSG206,55.31
PPSG105,TPMB25ORG,54.8
PPSG105,PPSG4,53.15
PPSG105,AWL1010DHK,51.07
PPSG105,AWS13-9,50.71
SEPWSK,SEPPREMET,45.28
SEPWSK,SEPBRKRPAIR,44.3
SEPWSK,OFSKIT,43.79
SEPWSK,OFC14KT,42.35
SEPWSK,SEPSTARTER,41.03
SEPWSK,BTCP2SA,39.48
SEPWSK,SEPBIKSETAOA,39.2
SEPWSK,STARTERSET5,37.13
SEPWSK,SEPPT850K,36.47
SEPWSK,SEPIDTK,36.08
QD3RN350A,QD2RN100A,73.46
QD3RN350A,QD1RN25B,66.49
QD3RN350A,LSR1450,62.72
QD3RN350A,AWCGT500,56.97
QD3RN350A,LSR1000EXT,56.86
QD3RN350A,208EFTAMXSY,55.68
QD3RN350A,A3042,50.46
QD3RN350A,GM3046,49.32
QD3RN350A,A3046,42.77
QD3RN350A,SGDTX50BR,41.12
FZ80,XFR704,65.49
FZ80,FC72,64.88
FZ80,FHOF80A,59.44
FZ80,TRF72,58.64
FZ80,FKF80A,58.29
FZ80,PLRK30,57.97
FZ80,SPRG625R,57.92
FZ80,TM72,57.34
FZ80,TRSLF72,57.24
FZ80,FCF72,57.05
9000GS3O,SEPDIESELADD,39.53
9000GS3O,BLP14CONV,36.62
9000GS3O,KRA4059FPBO,33.33
9000GS3O,9100AGMO,33.01
9000GS3O,SEPFAR7200K,32.87
9000GS3O,QD3R150A,32.81
9000GS3O,KRA5311FPBO,31.62
9000GS3O,SEPPREHD,30.43
9000GS3O,SEPSTARTER,30.3
9000GS3O,SEPBIKSETAOA,28.83
RADKITULTRA,SVTA9100,76.63
RADKITULTRA,SVTS272A,75.66
RADKITULTRA,SVTSRAD272U,71.23
RADKITULTRA,ACTR1234YF,67.02
RADKITULTRA,ACT900,65.42
RADKITULTRA,ACT1290A,62.83
RADKITULTRA,ACT925,62.77
RADKITULTRA,SGRHT6BR,61.72
RADKITULTRA,SEPBRKINSDIA,61.59
RADKITULTRA,SGA102BR,61.01
MS400A,SGA174BR,63.25
MS400A,BDGPL410HG,61.97
MS400A,BDGPL411HG,61.69
MS400A,SGAS102BG,61.33
MS400A,BDGPL412HG,61.01
MS400A,HBBT16,57.27
MS400A,FB316B,56.9
MS400A,GA53A,55.31
MS400A,SGA175BR,55.09
MS400A,TPM16EM,54.96
ASTFUN19KIT,BTCP400,69.34
ASTFUN19KIT,WHM1,67.36
ASTFUN19KIT,BTCW800,66.8
ASTFUN19KIT,CAL6EBR,62.43
ASTFUN19KIT,207IMFLE,61.68
ASTFUN19KIT,LSR1500,60.44
ASTFUN19KIT,209TFSMYA,59.84
ASTFUN19KIT,BL1B,59.62
ASTFUN19KIT,BTCP2SA,59.04
ASTFUN19KIT,BTCP600,58.64
IPSM22,IPSM21,83.37
IPSM22,IPSM18,81.23
IPSM22,IPLM14C,81.08
IPSM22,IPLM19C,77.76
IPSM22,IPLM22C,76.98
IPSM22,IPLM16C,74.84
IPSM22,IPLM18C,74.71
IPSM22,IPLM21C,74.66
IPSM22,IPLM17C,74.61
IPSM22,IPSM15,74.01
SIMM240,SIMM230,93.53
SIMM240,SIMM220,86.73
SIMM240,IMM240,86.1
SIMM240,SIMM200,84.35
SIMM240,IMM190,81.94
SIMM240,IMM200,81.49
SIMM240,IMM220,81.31
SIMM240,SIMM180,80.36
SIMM240,IMM210,79.37
SIMM240,SIMM210,79.23
BTGHD9,BT518,60.72
BTGHD9,BT4651,52.32
BTGHD9,SVTA9100,51.69
BTGHD9,ACT9103,50.16
BTGHD9,TA32A,49.1
BTGHD9,SRES306,48.63
BTGHD9,BT1360,48.54
BTGHD9,CSSD1R,48.52
BTGHD9,CSSD50R,45.87
BTGHD9,PH1050,44.53
YA389A,PWCS9ACFO,45.79
YA389A,SRES24,45.04
YA389A,ECPNI032R,42.64
YA389A,REX13C,38.66
YA389A,MAGSTRIP,38.16
YA389A,TB50,38.13
YA389A,AWCG1600B,37.56
YA389A,AWSGT800A,37.36
YA389A,FC72,37
YA389A,FHR80,36.62
BLPBTWKIT,BLPEXTF388,52.4
BLPBTWKIT,BLPBTWSET,51.34
BLPBTWKIT,GLOVE309L,49.29
BLPBTWKIT,TEMP200,47.88
BLPBTWKIT,SGDQ16KT,47.3
BLPBTWKIT,LSR1500,47.1
BLPBTWKIT,BTCP1,46.96
BLPBTWKIT,TN72,46.9
BLPBTWKIT,BLPEXTF146,46.85
BLPBTWKIT,222AFSMP,46.77
RBM810C,ECHDD012AR,49.22
RBM810C,STX55E,46.38
RBM810C,RBM1618C,45.45
RBM810C,RBM78C,41.67
RBM810C,RBM1415C,41.59
RBM810C,RBM910C,41.18
RBM810C,RBM1213C,38.77
RBM810C,AW18D,38.66
RBM810C,KHP415PBO,38.55
RBM810C,IPLM10C,38.01
SIMM220,SIMM190,92.33
SIMM220,SIMM210,91.13
SIMM220,SIMM200,88.35
SIMM220,SIMM180,86.77
SIMM220,SIMM240,86.73
SIMM220,SIMM170,85.55
SIMM220,SIMM230,84
SIMM220,SIMM160A,78.28
SIMM220,SIMM140A,76.88
SIMM220,SIMM150A,75.23
SEPU38TW,SEPU12TW,78.29
SEPU38TW,QD1R50A,56.94
SEPU38TW,GA1D,54.6
SEPU38TW,TA360,50.8
SEPU38TW,MTEE6,50.49
SEPU38TW,QD2R100A,46.85
SEPU38TW,QD1R200A,45.09
SEPU38TW,QD3R250A,44.96
SEPU38TW,GA3634A,44.17
SEPU38TW,QD2R200A,43.29
BLPT1255,BLPT3850,89.13
BLPT1255,BLPT1427,73.39
BLPT1255,OXIM7B,72.81
BLPT1255,BLPT1420,70.55
BLPT1255,BLPT3840,67.3
BLPT1255,BLPT1415,66.57
BLPT1255,BLPT3845,65.76
BLPT1255,BLPT148,64.03
BLPT1255,BLPT147,64.01
BLPT1255,BLPT1260,63.75
PKNC200,218AFSP,71.79
PKNC200,1210B,65.04
PKNC200,PPB826A,64.65
PKNC200,AWM110DHK,63.19
PKNC200,AWM140DK,62.01
PKNC200,PK53A,61.58
PKNC200,SGDTX315BR,61.11
PKNC200,TPMB25EM,60.64
PKNC200,BHS7A,60.56
PKNC200,S8,59.48
BOERM24,BOERM22,90.16
BOERM24,BOERM21,78.49
BOERM24,A127,57.42
BOERM24,IMSLEPL240,56.46
BOERM24,BOERM18,56.12
BOERM24,OFC86-16,54.69
BOERM24,IPSM15,54.5
BOERM24,BOERM17,51.08
BOERM24,BLPPKM5-6,51.03
BOERM24,OFC76-14,50.15
TMD11,TMD9,96.9
TMD11,TMD16,94.56
TMD11,TMD18,93.09
TMD11,TMD12,89.32
TMD11,TMD7,89.18
TMD11,TMD10,88.7
TMD11,F141,88.17
TMD11,F281,87.79
TMD11,TMD6,87.34
TMD11,F241,87.25
KRBC100ABN,SEPABODYADD,46.62
KRBC100ABN,KRBC7TD,39.38
KRBC100ABN,AT475A,39.11
KRBC100ABN,VGP104,36.78
KRBC100ABN,KCP2422PBO,36.76
KRBC100ABN,BLP14HVLP,34.75
KRBC100ABN,BLPTE148,34.56
KRBC100ABN,SEPUAUTOBODY,33.59
KRBC100ABN,BLP10MHVLP,33.24
KRBC100ABN,SDMT20D,32.73
SPRG625R,HCP48BCF,67.76
SPRG625R,PLRK30,63.45
SPRG625R,HBBT16,63.41
SPRG625R,CSSD50R,60.25
SPRG625R,HBBD56,59.86
SPRG625R,MAGMICRO,59.85
SPRG625R,SGA1714B,59.46
SPRG625R,PWCS9ACFO,59.26
SPRG625R,MAGTRAY,58.58
SPRG625R,MAGSTRIP,58.14
SIMM230,SIMM240,93.53
SIMM230,SIMM200,89.87
SIMM230,IMM240,86.8
SIMM230,IMM200,86.7
SIMM230,SIMM220,84
SIMM230,IMM220,83.72
SIMM230,IMM190,82.76
SIMM230,SIMM120A,82.27
SIMM230,IMM230,82.19
SIMM230,SIMM180,82.01
CTG861K1,RTEMP8,75.95
CTG861K1,EXD35A,63.65
CTG861K1,CTLED9050,61.17
CTG861K1,VAC201,59.13
